"ID";"AdmArea";"Month";"Year";"TotalAmount";"Suppliers";"global_id";
"1154";"Новомосковский административный округ";"Сентябрь";"2023";"450600787.55";"nested data";"2622129141";
"1155";"Троицкий административный округ";"Сентябрь";"2023";"104863709.71";"nested data";"2622129143";
"1156";"Центральный административный округ";"Октябрь";"2023";"1645258741.88";"nested data";"2633268860";
"1157";"Северный административный округ";"Октябрь";"2023";"2430194464.34";"nested data";"2633316184";
"1158";"Северо-Восточный административный округ";"Октябрь";"2023";"2578385461.56";"nested data";"2633316231";
"1159";"Восточный административный округ";"Октябрь";"2023";"2706166989.86";"nested data";"2633316274";
"1160";"Юго-Восточный административный округ";"Октябрь";"2023";"2695367484.85";"nested data";"2633316296";
"1161";"Южный административный округ";"Октябрь";"2023";"2924526524.22";"nested data";"2633316325";
"1162";"Юго-Западный административный округ";"Октябрь";"2023";"2716382618.57";"nested data";"2633316348";
"1163";"Западный административный округ";"Октябрь";"2023";"2309763452.38";"nested data";"2633316369";
"1164";"Северо-Западный административный округ";"Октябрь";"2023";"1644968857.14";"nested data";"2633316403";
"1165";"Зеленоградский административный округ";"Октябрь";"2023";"548033591.87";"nested data";"2633316445";
"1167";"Новомосковский административный округ";"Октябрь";"2023";"509982603.87";"nested data";"2633318596";
"1168";"Троицкий административный округ";"Октябрь";"2023";"106398637.27";"nested data";"2633318662";
"1169";"Центральный административный округ";"Ноябрь";"2023";"1740483615.58";"nested data";"2639096836";
"1170";"Северный административный округ";"Ноябрь";"2023";"2528456638.61";"nested data";"2639096852";
"1171";"Северо-Восточный административный округ";"Ноябрь";"2023";"2665048776.89";"nested data";"2639096871";
"1172";"Восточный административный округ";"Ноябрь";"2023";"2819767180.52";"nested data";"2639096902";
"1173";"Юго-Восточный административный округ";"Ноябрь";"2023";"2795659404.33";"nested data";"2639096915";
"1174";"Южный административный округ";"Ноябрь";"2023";"3056616502.84";"nested data";"2639096929";
"1175";"Юго-Западный административный округ";"Ноябрь";"2023";"2821344387.85";"nested data";"2639096961";
"1176";"Западный административный округ";"Ноябрь";"2023";"2420309523.51";"nested data";"2639096980";
"1177";"Северо-Западный административный округ";"Ноябрь";"2023";"1705724166.88";"nested data";"2639122293";
"1178";"Зеленоградский административный округ";"Ноябрь";"2023";"564194215.83";"nested data";"2639122338";
"1179";"Новомосковский административный округ";"Ноябрь";"2023";"504059737.98";"nested data";"2639122375";
"1180";"Троицкий административный округ";"Ноябрь";"2023";"139697482.91";"nested data";"2639122388";
"1181";"Центральный административный округ";"Декабрь";"2023";"1741544445.32";"nested data";"2641357340";
"1182";"Северный административный округ";"Декабрь";"2023";"2565948673.85";"nested data";"2641357347";
"1183";"Северо-Восточный административный округ";"Декабрь";"2023";"2703780762.56";"nested data";"2641357355";
"1184";"Восточный административный округ";"Декабрь";"2023";"2861988474.88";"nested data";"2641357361";
"1185";"Юго-Восточный административный округ";"Декабрь";"2023";"2845393983.57";"nested data";"2641357367";
"1186";"Южный административный округ";"Декабрь";"2023";"3114418961.16";"nested data";"2641357378";
"1187";"Юго-Западный административный округ";"Декабрь";"2023";"2865658913.67";"nested data";"2641357392";
"1188";"Западный административный округ";"Декабрь";"2023";"2453070794.62";"nested data";"2641357403";
"1189";"Северо-Западный административный округ";"Декабрь";"2023";"1725450152.51";"nested data";"2641357415";
"1190";"Зеленоградский административный округ";"Декабрь";"2023";"566294895.15";"nested data";"2641357425";
"1191";"Новомосковский административный округ";"Декабрь";"2023";"558496459.78";"nested data";"2641357429";
"1192";"Троицкий административный округ";"Декабрь";"2023";"136667386.25";"nested data";"2641357436";
"1193";"Центральный административный округ";"Январь";"2024";"1773286284.27";"nested data";"2644335101";
"1194";"Северный административный округ";"Январь";"2024";"2638804834.05";"nested data";"2644335102";
"1195";"Северо-Восточный административный округ";"Январь";"2024";"2790992908.57";"nested data";"2644335104";
"1196";"Северо-Восточный административный округ";"Январь";"2024";"2790992908.57";"nested data";"2644335106";
"1197";"Восточный административный округ";"Январь";"2024";"2977970179.71";"nested data";"2644335108";
"1198";"Южный административный округ";"Январь";"2024";"3226909182.08";"nested data";"2644335111";
"1199";"Юго-Западный административный округ";"Январь";"2024";"2970166710.43";"nested data";"2644335115";
"1200";"Западный административный округ";"Январь";"2024";"2543821965.26";"nested data";"2644335117";
"1201";"Северо-Западный административный округ";"Январь";"2024";"1779611047.21";"nested data";"2644335121";
"1202";"Зеленоградский административный округ";"Январь";"2024";"590622427.33";"nested data";"2644335122";
"1203";"Новомосковский административный округ";"Январь";"2024";"594202792.86";"nested data";"2644335123";
"1204";"Центральный административный округ";"Февраль";"2024";"1795710216.88";"nested data";"2699721441";
"1205";"Северный административный округ";"Февраль";"2024";"2610900619.02";"nested data";"2699721448";
"1206";"Северо-Восточный административный округ";"Февраль";"2024";"2782675220.64";"nested data";"2699721468";
"1207";"Восточный административный округ";"Февраль";"2024";"2962063210.17";"nested data";"2703954373";
"1208";"Юго-Восточный административный округ";"Февраль";"2024";"2958067484.47";"nested data";"2703954393";
"1209";"Южный административный округ";"Февраль";"2024";"3233538121.87";"nested data";"2703954415";
"1210";"Юго-Западный административный округ";"Февраль";"2024";"2964257469.17";"nested data";"2703954472";
"1211";"Западный административный округ";"Февраль";"2024";"2544866710.27";"nested data";"2703954641";
"1212";"Северо-Западный административный округ";"Февраль";"2024";"1781111871.69";"nested data";"2703954674";
"1213";"Зеленоградский административный округ";"Февраль";"2024";"594447163.18";"nested data";"2703954693";
"1214";"Новомосковский административный округ";"Февраль";"2024";"622594728.37";"nested data";"2703954709";
"1215";"Троицкий административный округ";"Февраль";"2024";"150943610.65";"nested data";"2703954722";
"1216";"Центральный административный округ";"Март";"2024";"1799246409.98";"nested data";"2703958823";
"1217";"Северный административный округ";"Март";"2024";"2641934836.11";"nested data";"2703958852";
"1218";"Северо-Восточный административный округ";"Март";"2024";"2816866663.43";"nested data";"2703958929";
"1219";"Восточный административный округ";"Март";"2024";"2980042351.8";"nested data";"2703958945";
"1220";"Юго-Восточный административный округ";"Март";"2024";"2989738270.92";"nested data";"2703959102";
"1221";"Южный административный округ";"Март";"2024";"3246596288.16";"nested data";"2703959229";
"1222";"Юго-Западный административный округ";"Март";"2024";"2998653413.79";"nested data";"2703959254";
"1223";"Западный административный округ";"Март";"2024";"2560132849.97";"nested data";"2703959341";
"1224";"Северо-Западный административный округ";"Март";"2024";"1803796718.61";"nested data";"2703959394";
"1225";"Зеленоградский административный округ";"Март";"2024";"595782651.34";"nested data";"2703959424";
"1226";"Новомосковский административный округ";"Март";"2024";"752213425.82";"nested data";"2703959447";
"1227";"Троицкий административный округ";"Март";"2024";"141324453.64";"nested data";"2703959472";
"1228";"Центральный административный округ";"Апрель";"2024";"1790898781.28";"nested data";"2703972358";
"1229";"Северный административный округ";"Апрель";"2024";"2626721257.21";"nested data";"2703972384";
"1230";"Северо-Восточный административный округ";"Апрель";"2024";"2791713604.17";"nested data";"2703972416";
"1231";"Восточный административный округ";"Апрель";"2024";"2966423561.56";"nested data";"2703972439";
"1232";"Юго-Восточный административный округ";"Апрель";"2024";"3024551616.48";"nested data";"2703972455";
"1233";"Южный административный округ";"Апрель";"2024";"3250335184.05";"nested data";"2703972483";
"1234";"Юго-Западный административный округ";"Апрель";"2024";"3016031511.74";"nested data";"2703972552";
"1235";"Западный административный округ";"Апрель";"2024";"2549379933.82";"nested data";"2703972655";
"1236";"Северо-Западный административный округ";"Апрель";"2024";"1770190755.93";"nested data";"2703972778";
"1237";"Зеленоградский административный округ";"Апрель";"2024";"596019642.82";"nested data";"2703972792";
"1238";"Новомосковский административный округ";"Апрель";"2024";"740006697.28";"nested data";"2703972810";
"1239";"Троицкий административный округ";"Апрель";"2024";"139874401.63";"nested data";"2703972846";
"1240";"Центральный административный округ";"Май";"2024";"1791158391.35";"nested data";"2704006332";
"1241";"Северо-Восточный административный округ";"Май";"2024";"2809612850.2";"nested data";"2704006356";
"1242";"Северный административный округ";"Май";"2024";"2628704030.12";"nested data";"2704006387";
"1243";"Восточный административный округ";"Май";"2024";"2966971268.22";"nested data";"2704006412";
"1244";"Юго-Восточный административный округ";"Май";"2024";"3020333639.57";"nested data";"2704006463";
"1245";"Южный административный округ";"Май";"2024";"3255587441.01";"nested data";"2704006490";
"1246";"Юго-Западный административный округ";"Май";"2024";"2974077292.43";"nested data";"2704006537";
"1247";"Западный административный округ";"Май";"2024";"2540853603.82";"nested data";"2704006799";
"1248";"Северо-Западный административный округ";"Май";"2024";"1763293591.35";"nested data";"2704006840";
"1249";"Зеленоградский административный округ";"Май";"2024";"589200939.32";"nested data";"2704007315";
"1250";"Новомосковский административный округ";"Май";"2024";"684539023.86";"nested data";"2704007354";
"1251";"Троицкий административный округ";"Май";"2024";"135782106.62";"nested data";"2704007365";
"1252";"Центральный административный округ";"Июнь";"2024";"1782859871.12";"nested data";"2704007412";
"1253";"Северный административный округ";"Июнь";"2024";"2595756096.79";"nested data";"2704007454";
"1254";"Северо-Восточный административный округ";"Июнь";"2024";"2745687039.35";"nested data";"2704007471";
"1255";"Восточный административный округ";"Июнь";"2024";"2925595732.65";"nested data";"2704008068";
"1256";"Юго-Восточный административный округ";"Июнь";"2024";"2969027943.32";"nested data";"2704008095";
"1257";"Южный административный округ";"Июнь";"2024";"3202675098.74";"nested data";"2704008172";
"1258";"Юго-Западный административный округ";"Июнь";"2024";"2954170056.73";"nested data";"2704008220";
"1259";"Западный административный округ";"Июнь";"2024";"2519435158.99";"nested data";"2704008247";
"1260";"Северо-Западный административный округ";"Июнь";"2024";"1738307127.25";"nested data";"2704008264";
"1261";"Зеленоградский административный округ";"Июнь";"2024";"582829554.51";"nested data";"2704008755";
"1262";"Новомосковский административный округ";"Июнь";"2024";"694384776.95";"nested data";"2704008917";
"1263";"Троицкий административный округ";"Июнь";"2024";"115640665.88";"nested data";"2704008989";
"1264";"Центральный административный округ";"Июль";"2024";"1819215658.33";"nested data";"2704071788";
"1265";"Северный административный округ";"Июль";"2024";"2626037694.63";"nested data";"2704071828";
"1266";"Северо-Восточный административный округ";"Июль";"2024";"2772518642.51";"nested data";"2704071880";
"1267";"Восточный административный округ";"Июль";"2024";"2941882206.53";"nested data";"2704071907";
"1268";"Юго-Восточный административный округ";"Июль";"2024";"2997399724.07";"nested data";"2704072032";
"1269";"Южный административный округ";"Июль";"2024";"3258313264.19";"nested data";"2704072036";
"1270";"Юго-Западный административный округ";"Июль";"2024";"2960633756.39";"nested data";"2704072084";
"1271";"Западный административный округ";"Июль";"2024";"2549437034.28";"nested data";"2704074471";
"1272";"Северо-Западный административный округ";"Июль";"2024";"1751602197.12";"nested data";"2704074507";
"1273";"Зеленоградский административный округ";"Июль";"2024";"584215593.25";"nested data";"2704074527";
"1274";"Новомосковский административный округ";"Июль";"2024";"678195472.59";"nested data";"2704074549";
"1275";"Троицкий административный округ";"Июль";"2024";"109934104.31";"nested data";"2704074568";
"1276";"Центральный административный округ";"Август";"2024";"1874717626.17";"nested data";"2704090995";
"1277";"Северный административный округ";"Август";"2024";"2657922726.19";"nested data";"2704091139";
"1278";"Северо-Восточный административный округ";"Август";"2024";"2823111839.39";"nested data";"2704091217";
"1279";"Восточный административный округ";"Август";"2024";"2997791097.44";"nested data";"2704091439";
"1280";"Юго-Восточный административный округ";"Август";"2024";"3024443734.58";"nested data";"2704091507";
"1281";"Южный административный округ";"Август";"2024";"3273909071";"nested data";"2704091842";
"1282";"Юго-Западный административный округ";"Август";"2024";"2988163902.59";"nested data";"2704091859";
"1283";"Западный административный округ";"Август";"2024";"2564762337.56";"nested data";"2704091920";
"1284";"Северо-Западный административный округ";"Август";"2024";"1768354037.8";"nested data";"2704091937";
"1285";"Зеленоградский административный округ";"Август";"2024";"591266201.51";"nested data";"2704091960";
"1286";"Новомосковский административный округ";"Август";"2024";"676677271.44";"nested data";"2704091997";
"1287";"Троицкий административный округ";"Август";"2024";"111178021.92";"nested data";"2704092021";
"1288";"Центральный административный округ";"Сентябрь";"2024";"1863198365.81";"nested data";"2704103900";
"1289";"Северный административный округ";"Сентябрь";"2024";"2658236320.51";"nested data";"2704104299";
"1290";"Северо-Восточный административный округ";"Сентябрь";"2024";"2819585405.34";"nested data";"2704104646";
"1291";"Восточный административный округ";"Сентябрь";"2024";"3020684416.64";"nested data";"2704104689";
"1292";"Юго-Восточный административный округ";"Сентябрь";"2024";"3055768992.72";"nested data";"2704104715";
"1293";"Южный административный округ";"Сентябрь";"2024";"3281342046.92";"nested data";"2704104778";
"1294";"Юго-Западный административный округ";"Сентябрь";"2024";"2983194084.82";"nested data";"2704104915";
"1295";"Западный административный округ";"Сентябрь";"2024";"2561856613.81";"nested data";"2704105030";
"1296";"Северо-Западный административный округ";"Сентябрь";"2024";"1773414221.35";"nested data";"2704105052";
"1297";"Зеленоградский административный округ";"Сентябрь";"2024";"593760604.04";"nested data";"2704105068";
"1298";"Новомосковский административный округ";"Сентябрь";"2024";"717031694.15";"nested data";"2704105078";
"1299";"Троицкий административный округ";"Сентябрь";"2024";"112021772.78";"nested data";"2704123308";
"1300";"Центральный административный округ";"Октябрь";"2024";"1881543094.17";"nested data";"2706574293";
"1301";"Северный административный округ";"Октябрь";"2024";"2691541524.01";"nested data";"2706574410";
"1302";"Северо-Восточный административный округ";"Октябрь";"2024";"2874533218";"nested data";"2706574586";
"1303";"Восточный административный округ";"Октябрь";"2024";"3056630188.05";"nested data";"2706574671";
"1304";"Юго-Восточный административный округ";"Октябрь";"2024";"3082113864.23";"nested data";"2706574914";
"1305";"Южный административный округ";"Октябрь";"2024";"3348211370.82";"nested data";"2706578818";
"1306";"Юго-Западный административный округ";"Октябрь";"2024";"3035535676.56";"nested data";"2706579446";
"1307";"Западный административный округ";"Октябрь";"2024";"2605160868.16";"nested data";"2706579505";
"1308";"Северо-Западный административный округ";"Октябрь";"2024";"1802923091.53";"nested data";"2706579548";
"1309";"Зеленоградский административный округ";"Октябрь";"2024";"605823986.71";"nested data";"2706579577";
"1310";"Новомосковский административный округ";"Октябрь";"2024";"720343862.64";"nested data";"2706579899";
"1311";"Троицкий административный округ";"Октябрь";"2024";"116881496.55";"nested data";"2706579924";
"1312";"Центральный административный округ";"Ноябрь";"2024";"1884313837.22";"nested data";"2710218981";
"1313";"Северный административный округ";"Ноябрь";"2024";"2742409183.46";"nested data";"2710219981";
"1314";"Северо-Восточный административный округ";"Ноябрь";"2024";"2878131226.51";"nested data";"2710225250";
"1315";"Восточный административный округ";"Ноябрь";"2024";"3109951288.42";"nested data";"2710225612";
"1316";"Юго-Восточный административный округ";"Ноябрь";"2024";"3156359780.39";"nested data";"2710225964";
"1317";"Южный административный округ";"Ноябрь";"2024";"3401290289.17";"nested data";"2710226484";
"1318";"Юго-Западный административный округ";"Ноябрь";"2024";"3082282412.74";"nested data";"2716535421";
"1319";"Западный административный округ";"Ноябрь";"2024";"2654578189.79";"nested data";"2716535623";
"1320";"Северо-Западный административный округ";"Ноябрь";"2024";"1831532403.29";"nested data";"2716535895";
"1321";"Зеленоградский административный округ";"Ноябрь";"2024";"618034135.61";"nested data";"2716536063";
"1322";"Новомосковский административный округ";"Ноябрь";"2024";"713440500.2";"nested data";"2716536158";
"1323";"Троицкий административный округ";"Ноябрь";"2024";"137607647.51";"nested data";"2716536250";
"1324";"Центральный административный округ";"Декабрь";"2024";"1894235156.63";"nested data";"2721595957";
"1325";"Северный административный округ";"Декабрь";"2024";"2773607411.33";"nested data";"2721596893";
"1326";"Северо-Восточный административный округ";"Декабрь";"2024";"2972613835.63";"nested data";"2721631733";
"1327";"Восточный административный округ";"Декабрь";"2024";"3180829463.46";"nested data";"2721632263";
"1328";"Юго-Восточный административный округ";"Декабрь";"2024";"3211301019.4";"nested data";"2721632728";
"1329";"Южный административный округ";"Декабрь";"2024";"3488666385.2";"nested data";"2721633388";
"1330";"Юго-Западный административный округ";"Декабрь";"2024";"3150139347.15";"nested data";"2721754788";
"1331";"Западный административный округ";"Декабрь";"2024";"2713874711.67";"nested data";"2721758052";
"1332";"Северо-Западный административный округ";"Декабрь";"2024";"1864679374.9";"nested data";"2721758209";
"1333";"Зеленоградский административный округ";"Декабрь";"2024";"622499799.81";"nested data";"2721758351";
"1334";"Новомосковский административный округ";"Декабрь";"2024";"735578997.34";"nested data";"2721758455";
"1335";"Троицкий административный округ";"Декабрь";"2024";"147114856.88";"nested data";"2721758544";
"1336";"Центральный административный округ";"Январь";"2025";"2121485813.88";"nested data";"2751824365";
"1337";"Северный административный округ";"Январь";"2025";"3065555187.86";"nested data";"2751824823";
"1338";"Северо-Восточный административный округ";"Январь";"2025";"3246100874.87";"nested data";"2751824939";
"1339";"Восточный административный округ";"Январь";"2025";"3459768355.37";"nested data";"2751825125";
"1340";"Юго-Восточный административный округ";"Январь";"2025";"3513361539.42";"nested data";"2751825304";
"1341";"Южный административный округ";"Январь";"2025";"3830154830.27";"nested data";"2751825987";
"1342";"Юго-Западный административный округ";"Январь";"2025";"3394460935.5";"nested data";"2752436752";
"1343";"Западный административный округ";"Январь";"2025";"3037745162.96";"nested data";"2752436964";
"1344";"Северо-Западный административный округ";"Январь";"2025";"2047271455.51";"nested data";"2752437155";
"1345";"Зеленоградский административный округ";"Январь";"2025";"689696378.39";"nested data";"2752437262";
"1346";"Новомосковский административный округ";"Январь";"2025";"801867113.18";"nested data";"2752437337";
"1347";"Троицкий административный округ";"Январь";"2025";"169246105.36";"nested data";"2752437404";
"1348";"Центральный административный округ";"Февраль";"2025";"2091275188.19";"nested data";"2754757745";
"1349";"Северный административный округ";"Февраль";"2025";"3085914411.3";"nested data";"2754757952";
"1350";"Северо-Восточный административный округ";"Февраль";"2025";"3253693250.51";"nested data";"2754758294";
"1351";"Восточный административный округ";"Февраль";"2025";"3482663864.71";"nested data";"2754998387";
"1352";"Юго-Восточный административный округ";"Февраль";"2025";"3494698526";"nested data";"2754998410";
"1353";"Южный административный округ";"Февраль";"2025";"3823224474.41";"nested data";"2754998439";
"1354";"Юго-Западный административный округ";"Февраль";"2025";"3438203493.07";"nested data";"2754998480";
"1355";"Западный административный округ";"Февраль";"2025";"2985420228.3";"nested data";"2754998509";
"1356";"Северо-Западный административный округ";"Февраль";"2025";"2055451802.21";"nested data";"2754998535";
"1357";"Зеленоградский административный округ";"Февраль";"2025";"709785042.26";"nested data";"2754998553";
"1358";"Новомосковский административный округ";"Февраль";"2025";"858535744.6";"nested data";"2754998560";
"1359";"Троицкий административный округ";"Февраль";"2025";"167787788.24";"nested data";"2754998574";
"1360";"Центральный административный округ";"Март";"2025";"2108247316.03";"nested data";"2755722138";
"1361";"Северный административный округ";"Март";"2025";"3086466331.98";"nested data";"2755722141";
"1362";"Северо-Восточный административный округ";"Март";"2025";"3297367571.7";"nested data";"2755723160";
"1363";"Восточный административный округ";"Март";"2025";"3473122424.34";"nested data";"2755723226";
"1364";"Юго-Восточный административный округ";"Март";"2025";"3520690221.02";"nested data";"2755723280";
"1365";"Южный административный округ";"Март";"2025";"3840569009.99";"nested data";"2755723282";
"1366";"Юго-Западный административный округ";"Март";"2025";"3460249307.87";"nested data";"2755790977";
"1367";"Западный административный округ";"Март";"2025";"2990949219.03";"nested data";"2755791034";
"1368";"Северо-Западный административный округ";"Март";"2025";"2058085510.29";"nested data";"2755791082";
"1369";"Зеленоградский административный округ";"Март";"2025";"698084690.95";"nested data";"2755791371";
"1370";"Новомосковский административный округ";"Март";"2025";"834208909.16";"nested data";"2755791507";
"1371";"Троицкий административный округ";"Март";"2025";"165889014.26";"nested data";"2755791596";
"1372";"Центральный административный округ";"Апрель";"2025";"2094000659.18";"nested data";"2767219880";
"1373";"Северный административный округ";"Апрель";"2025";"3068611396.66";"nested data";"2767220366";
"1374";"Северо-Восточный административный округ";"Апрель";"2025";"3253029179.11";"nested data";"2767220626";
"1375";"Восточный административный округ";"Апрель";"2025";"3451925539.23";"nested data";"2767220690";
"1376";"Юго-Восточный административный округ";"Апрель";"2025";"3498939657.64";"nested data";"2767220851";
"1377";"Южный административный округ";"Апрель";"2025";"3799479661.89";"nested data";"2767220957";
"1378";"Юго-Западный административный округ";"Апрель";"2025";"3414737653.03";"nested data";"2767221118";
"1379";"Западный административный округ";"Апрель";"2025";"2971486803.98";"nested data";"2767221353";
"1380";"Северо-Западный административный округ";"Апрель";"2025";"2051158287.93";"nested data";"2767221874";
"1381";"Зеленоградский административный округ";"Апрель";"2025";"698738440.43";"nested data";"2767221921";
"1382";"Новомосковский административный округ";"Апрель";"2025";"845384010.39";"nested data";"2767221960";
"1383";"Троицкий административный округ";"Апрель";"2025";"161025837.22";"nested data";"2767221993";
"1384";"Центральный административный округ";"Май";"2025";"2100623797.9";"nested data";"2783548834";
"1385";"Северный административный округ";"Май";"2025";"3091791904.43";"nested data";"2783548864";
"1386";"Северо-Восточный административный округ";"Май";"2025";"3262580811.71";"nested data";"2783548881";
"1387";"Восточный административный округ";"Май";"2025";"3475635468.55";"nested data";"2783549347";
"1388";"Юго-Восточный административный округ";"Май";"2025";"3515357409";"nested data";"2783550956";
"1389";"Южный административный округ";"Май";"2025";"3820081287.51";"nested data";"2783551148";
"1390";"Юго-Западный административный округ";"Май";"2025";"3467862896.2";"nested data";"2783551361";
"1391";"Западный административный округ";"Май";"2025";"2977105957.89";"nested data";"2783551418";
"1392";"Северо-Западный административный округ";"Май";"2025";"2055668149.92";"nested data";"2783551459";
"1393";"Зеленоградский административный округ";"Май";"2025";"700572434.68";"nested data";"2783551563";
"1394";"Новомосковский административный округ";"Май";"2025";"841292431.31";"nested data";"2783551601";
"1395";"Троицкий административный округ";"Май";"2025";"130374049.79";"nested data";"2783551630";
"1396";"Центральный административный округ";"Июнь";"2025";"2088093785.73";"nested data";"2790301402";
"1397";"Северный административный округ";"Июнь";"2025";"3047560056.22";"nested data";"2790301444";
"1398";"Северо-Восточный административный округ";"Июнь";"2025";"3231465782.19";"nested data";"2790301525";
"1399";"Восточный административный округ";"Июнь";"2025";"3415820590.53";"nested data";"2791034060";
"1400";"Юго-Восточный административный округ";"Июнь";"2025";"3447156403.46";"nested data";"2791034260";
"1401";"Южный административный округ";"Июнь";"2025";"3752094225.08";"nested data";"2791055852";
"1402";"Юго-Западный административный округ";"Июнь";"2025";"3411826146.51";"nested data";"2791057108";
"1403";"Западный административный округ";"Июнь";"2025";"2949755189.5";"nested data";"2791066683";
"1404";"Северо-Западный административный округ";"Июнь";"2025";"2019704667.18";"nested data";"2791094554";
"1405";"Зеленоградский административный округ";"Июнь";"2025";"683609154.17";"nested data";"2791094623";
"1406";"Новомосковский административный округ";"Июнь";"2025";"841473578.58";"nested data";"2791094679";
"1407";"Троицкий административный округ";"Июнь";"2025";"157788215.71";"nested data";"2791094714";
"1408";"Центральный административный округ";"Июль";"2025";"2157225145.28";"nested data";"2796317810";
"1409";"Северный административный округ";"Июль";"2025";"3144099081.47";"nested data";"2796318548";
"1410";"Северо-Восточный административный округ";"Июль";"2025";"3325538000.78";"nested data";"2796318656";
"1411";"Восточный административный округ";"Июль";"2025";"3519906906.59";"nested data";"2796319877";
"1412";"Юго-Восточный административный округ";"Июль";"2025";"3493298322.61";"nested data";"2796321917";
"1413";"Южный административный округ";"Июль";"2025";"3856593617.75";"nested data";"2796558400";
"1414";"Юго-Западный административный округ";"Июль";"2025";"3517814199.79";"nested data";"2796558936";
"1415";"Западный административный округ";"Июль";"2025";"3031740710.59";"nested data";"2796559246";
"1416";"Северо-Западный административный округ";"Июль";"2025";"2096373968.75";"nested data";"2796559465";
"1417";"Зеленоградский административный округ";"Июль";"2025";"706711527.37";"nested data";"2796561616";
"1418";"Новомосковский административный округ";"Июль";"2025";"849582712.83";"nested data";"2796561659";
"1419";"Троицкий административный округ";"Июль";"2025";"139182727.03";"nested data";"2796561677";
"1420";"Центральный административный округ";"Август";"2025";"2184243305.06";"nested data";"2800910577";
"1421";"Северный административный округ";"Август";"2025";"3184851713.3";"nested data";"2800911236";
"1422";"Северо-Восточный административный округ";"Август";"2025";"3307645625.64";"nested data";"2800912788";
"1423";"Восточный административный округ";"Август";"2025";"3561337348.79";"nested data";"2800913155";
"1424";"Юго-Восточный административный округ";"Август";"2025";"3608163902.49";"nested data";"2800914561";
"1425";"Южный административный округ";"Август";"2025";"3869559697.44";"nested data";"2801207030";
"1426";"Юго-Западный административный округ";"Август";"2025";"3554409824.95";"nested data";"2801212158";
"1427";"Западный административный округ";"Август";"2025";"3014996092.73";"nested data";"2801213093";
"1428";"Северо-Западный административный округ";"Август";"2025";"2100431246.3";"nested data";"2801213361";
"1429";"Зеленоградский административный округ";"Август";"2025";"713728218.99";"nested data";"2801213504";
"1430";"Новомосковский административный округ";"Август";"2025";"835908763.12";"nested data";"2801213568";
"1431";"Троицкий административный округ";"Август";"2025";"135020800.14";"nested data";"2801213596";
"1432";"Центральный административный округ";"Сентябрь";"2025";"2175254613.15";"nested data";"2808857140";
"1433";"Северный административный округ";"Сентябрь";"2025";"3188396674.09";"nested data";"2808857405";
"1434";"Северо-Восточный административный округ";"Сентябрь";"2025";"3303601356.48";"nested data";"2815076735";
"1435";"Восточный административный округ";"Сентябрь";"2025";"3550883278.29";"nested data";"2815113326";
"1436";"Юго-Восточный административный округ";"Сентябрь";"2025";"3608654176.59";"nested data";"2815151118";
"1437";"Южный административный округ";"Сентябрь";"2025";"3904399072.68";"nested data";"2815188548";
"1438";"Юго-Западный административный округ";"Сентябрь";"2025";"3539010923.44";"nested data";"2816185327";
"1439";"Западный административный округ";"Сентябрь";"2025";"2854159811.25";"nested data";"2816229267";
"1440";"Северо-Западный административный округ";"Сентябрь";"2025";"2146336848.82";"nested data";"2816263233";
"1441";"Зеленоградский административный округ";"Сентябрь";"2025";"710996727.65";"nested data";"2816295860";
"1442";"Новомосковский административный округ";"Сентябрь";"2025";"847903344.61";"nested data";"2816328968";
"1443";"Троицкий административный округ";"Сентябрь";"2025";"136927821.6";"nested data";"2816344885";
"1444";"Центральный административный округ";"Октябрь";"2025";"2207602218.63";"nested data";"2830492983";
"1445";"Северный административный округ";"Октябрь";"2025";"3249413753.65";"nested data";"2830493607";
"1446";"Северо-Восточный административный округ";"Октябрь";"2025";"3465455829.81";"nested data";"2830494176";
"1447";"Восточный административный округ";"Октябрь";"2025";"3645543370.93";"nested data";"2830506799";
"1448";"Юго-Восточный административный округ";"Октябрь";"2025";"3662793754.01";"nested data";"2830508026";
"1449";"Южный административный округ";"Октябрь";"2025";"4014488041.38";"nested data";"2830514352";
"1450";"Юго-Западный административный округ";"Октябрь";"2025";"3626401767.31";"nested data";"2830514715";
"1451";"Западный административный округ";"Октябрь";"2025";"3142704896.8";"nested data";"2830514748";
"1452";"Северо-Западный административный округ";"Октябрь";"2025";"2188096909.56";"nested data";"2830514869";
"1453";"Зеленоградский административный округ";"Октябрь";"2025";"730187555.81";"nested data";"2830515758";
"1454";"Новомосковский административный округ";"Октябрь";"2025";"876545561.03";"nested data";"2830515804";
"1455";"Троицкий административный округ";"Октябрь";"2025";"141022999.52";"nested data";"2830515813";
"1456";"Центральный административный округ";"Ноябрь";"2025";"2218136644.58";"nested data";"2836233447";
"1457";"Северный административный округ";"Ноябрь";"2025";"3274599525.82";"nested data";"2836233716";
"1458";"Северо-Восточный административный округ";"Ноябрь";"2025";"3482032294.36";"nested data";"2836242914";
"1459";"Восточный административный округ";"Ноябрь";"2025";"3663381108.59";"nested data";"2836265377";
"1460";"Юго-Восточный административный округ";"Ноябрь";"2025";"3695603386.2";"nested data";"2836266757";
"1461";"Южный административный округ";"Ноябрь";"2025";"3999846038.72";"nested data";"2836271109";
"1462";"Юго-Западный административный округ";"Ноябрь";"2025";"3673758417.55";"nested data";"2836274066";
"1463";"Западный административный округ";"Ноябрь";"2025";"3148711944.37";"nested data";"2836474340";
